Año,Trimestre,Provincia,Velocidad,Accesos_prov,LinkIndec,Partido,Localidad,Accesos_loc
2024,2,SALTA,6.00,5806.00,66056220,Grl. José de San Martín,Tartagal,206.00
2024,2,SALTA,6.00,5806.00,66070010,Iruya,Iruya,49.00
2024,2,SALTA,6.00,5806.00,66070020,Iruya,Isla de Cañas,55.00
2024,2,SALTA,6.00,5806.00,66077010,La Caldera,La Caldera,1.00
2024,2,SALTA,6.00,5806.00,66077020,La Caldera,Vaqueros,91.00
2024,2,SALTA,6.00,5806.00,66098030,La Viña,Coronel Moldes,17.00
2024,2,SALTA,6.00,5806.00,66105010,Los Andes,Olacapato,9.00
2024,2,SALTA,6.00,5806.00,66112010,Metán,El Galpón,48.00
2024,2,SALTA,6.00,5806.00,66112070,Metán,Río Piedras,3.00
2024,2,SALTA,6.00,5806.00,66112040,Metán,San José de Metán,162.00
2024,2,SALTA,6.00,5806.00,66119020,Molinos,Molinos,1.00
2024,2,SALTA,6.00,5806.00,66126010,Orán,Aguas Blancas,13.00
2024,2,SALTA,6.00,5806.00,66126020,Orán,Colonia Santa Rosa,176.00
2024,2,SALTA,6.00,5806.00,66126040,Orán,Hipólito Yrigoyen,44.00
2024,2,SALTA,6.00,5806.00,66126060,Orán,Pichanal,47.00
2024,2,SALTA,6.00,5806.00,66126070,Orán,San Ramón de la Nueva Orán,263.00
2024,2,SALTA,6.00,5806.00,66133020,Rivadavia,Capitán Juan Pagé,1.00
2024,2,SALTA,6.00,5806.00,66133030,Rivadavia,Coronel Juan Solá,98.00
2024,2,SALTA,6.00,5806.00,66133050,Rivadavia,Los Blancos,21.00
2024,2,SALTA,6.00,5806.00,66133100,Rivadavia,Santa Victoria Este,3.00
2024,2,SALTA,6.00,5806.00,66140050,Rosario de la Frontera,Rosario de la Frontera,44.00
2024,2,SALTA,6.00,5806.00,66147010,Rosario de Lerma,Campo Quijano,66.00
2024,2,SALTA,6.00,5806.00,66147015,Rosario de Lerma,La Merced Del Encón,36.00
2024,2,SALTA,6.00,5806.00,66147020,Rosario de Lerma,La Silleta,20.00
2024,2,SALTA,6.00,5806.00,66147030,Rosario de Lerma,Rosario de Lerma,78.00
2024,2,SALTA,6.00,5806.00,66161030,Santa Victoria,Los Toldos,6.00
2024,2,SALTA,6.00,5806.00,66161070,Santa Victoria,Santa Victoria,35.00
2024,2,SALTA,7.00,330.00,66007060,Anta,El Quebrachal,60.00
2024,2,SALTA,7.00,330.00,66007070,Anta,Gaona,20.00
2024,2,SALTA,7.00,330.00,66007090,Anta,Joaquín V. González,242.00
2024,2,SALTA,7.00,330.00,66140050,Rosario de la Frontera,Rosario de la Frontera,4.00
2024,2,SALTA,8.00,6914.00,66007010,Anta,Apolinario Saravia,45.00
2024,2,SALTA,8.00,6914.00,66007100,Anta,Las Lajitas,2.00
2024,2,SALTA,8.00,6914.00,66007110,Anta,Luis Burela,1.00
2024,2,SALTA,8.00,6914.00,66035010,Cerrillos,Cerrillos,8.00
2024,2,SALTA,8.00,6914.00,66035020,Cerrillos,La Merced,7.00
2024,2,SALTA,8.00,6914.00,66035030,Cerrillos,San Agustín,8.00
2024,2,SALTA,8.00,6914.00,66035040,Cerrillos,Villa Los Álamos,10.00
2024,2,SALTA,8.00,6914.00,66126020,Orán,Colonia Santa Rosa,12.00
2024,2,SALTA,8.00,6914.00,66147015,Rosario de Lerma,La Merced Del Encón,8.00
2024,2,SALTA,8.00,6914.00,66147020,Rosario de Lerma,La Silleta,9.00
2024,2,SALTA,8.00,6914.00,66147030,Rosario de Lerma,Rosario de Lerma,5.00
2024,2,SALTA,12.00,88.00,66007010,Anta,Apolinario Saravia,1.00
2024,2,SALTA,12.00,88.00,66007060,Anta,El Quebrachal,14.00
2024,2,SALTA,12.00,88.00,66007070,Anta,Gaona,8.00
2024,2,SALTA,12.00,88.00,66007090,Anta,Joaquín V. González,65.00
2024,2,SALTA,15.00,1176.00,66007060,Anta,El Quebrachal,104.00
2024,2,SALTA,15.00,1176.00,66007070,Anta,Gaona,25.00
2024,2,SALTA,15.00,1176.00,66007080,Anta,General Pizarro,30.00
2024,2,SALTA,15.00,1176.00,66007090,Anta,Joaquín V. González,124.00
2024,2,SALTA,15.00,1176.00,66021010,Cafayate,Cafayate,8.00
2024,2,SALTA,15.00,1176.00,66028010,Capital,Atocha,42.00
2024,2,SALTA,15.00,1176.00,66028010,Capital,El Tipal - La Almudena,1.00
2024,2,SALTA,15.00,1176.00,66028030,Capital,La Ciénaga y Barrio San Rafael,2.00
2024,2,SALTA,15.00,1176.00,66028060,Capital,Villa San Lorenzo,7.00
2024,2,SALTA,15.00,1176.00,66035030,Cerrillos,Barrio El Congreso,11.00
2024,2,SALTA,15.00,1176.00,66035030,Cerrillos,Barrio Las Tunas,6.00
2024,2,SALTA,15.00,1176.00,66035030,Cerrillos,Barrio Los Pinares,15.00
2024,2,SALTA,15.00,1176.00,66035010,Cerrillos,Cerrillos,238.00
2024,2,SALTA,15.00,1176.00,66035030,Cerrillos,San Agustín,66.00
2024,2,SALTA,15.00,1176.00,66042003,Chicoana,Barrio Finca La Maroma,10.00
2024,2,SALTA,15.00,1176.00,66042005,Chicoana,Barrio La Rotonda,65.00
2024,2,SALTA,15.00,1176.00,66042007,Chicoana,Barrio Santa Teresita,25.00
2024,2,SALTA,15.00,1176.00,66042010,Chicoana,Chicoana,22.00
2024,2,SALTA,15.00,1176.00,66049010,General Güemes,Campo Santo,12.00
2024,2,SALTA,15.00,1176.00,66049020,General Güemes,Cobos,22.00
2024,2,SALTA,15.00,1176.00,66049030,General Güemes,El Bordo,25.00
2024,2,SALTA,15.00,1176.00,66049040,General Güemes,General Güemes,71.00
2024,2,SALTA,15.00,1176.00,66056010,Grl. José de San Martín,Aguaray,73.00
2024,2,SALTA,15.00,1176.00,66056020,Grl. José de San Martín,Campamento Vespucio,39.00
2024,2,SALTA,15.00,1176.00,66056080,Grl. José de San Martín,Dragones,15.00
2024,2,SALTA,15.00,1176.00,66056090,Grl. José de San Martín,Embarcación,74.00
2024,2,SALTA,15.00,1176.00,66056100,Grl. José de San Martín,General Ballivián,15.00
2024,2,SALTA,15.00,1176.00,66056110,Grl. José de San Martín,General Mosconi,38.00
2024,2,SALTA,15.00,1176.00,66056200,Grl. José de San Martín,Profesor Salvador Mazza,50.00
2024,2,SALTA,15.00,1176.00,66056220,Grl. José de San Martín,Tartagal,10.00
2024,2,SALTA,15.00,1176.00,66077010,La Caldera,La Caldera,25.00
2024,2,SALTA,15.00,1176.00,66077020,La Caldera,Vaqueros,43.00
2024,2,SALTA,15.00,1176.00,66084010,La Candelaria,El Jardín,15.00
2024,2,SALTA,15.00,1176.00,66084020,La Candelaria,El Tala,186.00
2024,2,SALTA,15.00,1176.00,66084030,La Candelaria,La Candelaria,12.00
2024,2,SALTA,15.00,1176.00,66105010,Los Andes,Olacapato,12.00
2024,2,SALTA,15.00,1176.00,66105020,Los Andes,San Antonio de los Cobres,1.00
2024,2,SALTA,15.00,1176.00,66105030,Los Andes,Santa Rosa de los Pastos Grandes,12.00
2024,2,SALTA,15.00,1176.00,66112010,Metán,El Galpón,32.00
2024,2,SALTA,15.00,1176.00,66112020,Metán,El Tunal,40.00
2024,2,SALTA,15.00,1176.00,66112030,Metán,Lumbreras,14.00
2024,2,SALTA,15.00,1176.00,66112050,Metán,Metán Viejo,20.00
2024,2,SALTA,15.00,1176.00,66112070,Metán,Río Piedras,9.00
2024,2,SALTA,15.00,1176.00,66112040,Metán,San José de Metán,77.00
2024,2,SALTA,15.00,1176.00,66126020,Orán,Colonia Santa Rosa,6.00
2024,2,SALTA,15.00,1176.00,66126040,Orán,Hipólito Yrigoyen,116.00
2024,2,SALTA,15.00,1176.00,66126060,Orán,Pichanal,25.00
2024,2,SALTA,15.00,1176.00,66126070,Orán,San Ramón de la Nueva Orán,53.00
2024,2,SALTA,15.00,1176.00,66133100,Rivadavia,Santa Victoria Este,2.00
2024,2,SALTA,15.00,1176.00,66140020,Rosario de la Frontera,Copo Quile,15.00
2024,2,SALTA,15.00,1176.00,66140030,Rosario de la Frontera,El Naranjo,15.00
2024,2,SALTA,15.00,1176.00,66140050,Rosario de la Frontera,Rosario de la Frontera,13.00
2024,2,SALTA,15.00,1176.00,66147010,Rosario de Lerma,Campo Quijano,185.00
2024,2,SALTA,15.00,1176.00,66147020,Rosario de Lerma,La Silleta,222.00
2024,2,SALTA,15.00,1176.00,66161040,Santa Victoria,Nazareno,20.00
2024,2,SALTA,15.00,1176.00,66161070,Santa Victoria,Santa Victoria,25.00
2024,2,SALTA,18.00,4.00,66007110,Anta,Luis Burela,1.00
2024,2,SALTA,18.00,4.00,66007140,Anta,Piquete Cabado,1.00
2024,2,SALTA,18.00,4.00,66077020,La Caldera,Vaqueros,1.00
2024,2,SALTA,18.00,4.00,66098030,La Viña,Coronel Moldes,1.00
2024,2,SALTA,20.00,1350.00,66007060,Anta,El Quebrachal,28.00
2024,2,SALTA,20.00,1350.00,66007090,Anta,Joaquín V. González,2.00
2024,2,SALTA,20.00,1350.00,66007140,Anta,Piquete Cabado,2.00
2024,2,SALTA,20.00,1350.00,66035010,Cerrillos,Cerrillos,44.00
2024,2,SALTA,20.00,1350.00,66042010,Chicoana,Chicoana,1.00
2024,2,SALTA,20.00,1350.00,66049010,General Güemes,Campo Santo,2.00
2024,2,SALTA,20.00,1350.00,66056020,Grl. José de San Martín,Campamento Vespucio,2.00
2024,2,SALTA,20.00,1350.00,66056090,Grl. José de San Martín,Embarcación,67.00
2024,2,SALTA,20.00,1350.00,66056200,Grl. José de San Martín,Profesor Salvador Mazza,6.00
2024,2,SALTA,20.00,1350.00,66056220,Grl. José de San Martín,Tartagal,25.00
2024,2,SALTA,20.00,1350.00,66077020,La Caldera,Vaqueros,1.00
2024,2,SALTA,20.00,1350.00,66098030,La Viña,Coronel Moldes,1.00
2024,2,SALTA,20.00,1350.00,66112070,Metán,Río Piedras,1.00
2024,2,SALTA,20.00,1350.00,66112040,Metán,San José de Metán,3.00
2024,2,SALTA,20.00,1350.00,66126060,Orán,Pichanal,1.00
2024,2,SALTA,20.00,1350.00,66126070,Orán,San Ramón de la Nueva Orán,39.00
2024,2,SALTA,20.00,1350.00,66140050,Rosario de la Frontera,Rosario de la Frontera,2.00
2024,2,SALTA,20.00,1350.00,66147010,Rosario de Lerma,Campo Quijano,1.00
2024,2,SALTA,20.00,1350.00,66147020,Rosario de Lerma,La Silleta,4.00
2024,2,SALTA,20.00,1350.00,66147030,Rosario de Lerma,Rosario de Lerma,34.00
2024,2,SALTA,20.00,1350.00,66161010,Santa Victoria,Acoyte,2.00
2024,2,SALTA,20.00,1350.00,66161030,Santa Victoria,Los Toldos,5.00
2024,2,SALTA,20.00,1350.00,66161070,Santa Victoria,Santa Victoria,10.00
2024,2,SALTA,25.00,1.00,66105040,Los Andes,Tolar Grande,1.00
2024,2,SALTA,27.00,1.00,66028050,Capital,Salta,1.00
2024,2,SALTA,30.00,82.00,66007060,Anta,El Quebrachal,215.00
2024,2,SALTA,30.00,82.00,66007070,Anta,Gaona,19.00
2024,2,SALTA,30.00,82.00,66007080,Anta,General Pizarro,25.00
2024,2,SALTA,30.00,82.00,66007090,Anta,Joaquín V. González,150.00
2024,2,SALTA,30.00,82.00,66028010,Capital,Atocha,20.00
2024,2,SALTA,30.00,82.00,66028050,Capital,Salta,248.00
2024,2,SALTA,30.00,82.00,66035030,Cerrillos,Barrio El Congreso,8.00
2024,2,SALTA,30.00,82.00,66035030,Cerrillos,Barrio Las Tunas,4.00
2024,2,SALTA,30.00,82.00,66035030,Cerrillos,Barrio Los Pinares,10.00
2024,2,SALTA,30.00,82.00,66035010,Cerrillos,Cerrillos,263.00
2024,2,SALTA,30.00,82.00,66042003,Chicoana,Barrio Finca La Maroma,12.00
2024,2,SALTA,30.00,82.00,66042005,Chicoana,Barrio La Rotonda,69.00
2024,2,SALTA,30.00,82.00,66042007,Chicoana,Barrio Santa Teresita,19.00
2024,2,SALTA,30.00,82.00,66042010,Chicoana,Chicoana,35.00
2024,2,SALTA,30.00,82.00,66042020,Chicoana,El Carril,287.00
2024,2,SALTA,30.00,82.00,66049010,General Güemes,Campo Santo,25.00
2024,2,SALTA,30.00,82.00,66049020,General Güemes,Cobos,35.00
2024,2,SALTA,30.00,82.00,66049030,General Güemes,El Bordo,31.00
2024,2,SALTA,30.00,82.00,66049040,General Güemes,General Güemes,55.00
2024,2,SALTA,30.00,82.00,66056010,Grl. José de San Martín,Aguaray,31.00
2024,2,SALTA,30.00,82.00,66056020,Grl. José de San Martín,Campamento Vespucio,15.00
2024,2,SALTA,30.00,82.00,66056080,Grl. José de San Martín,Dragones,25.00
2024,2,SALTA,30.00,82.00,66056090,Grl. José de San Martín,Embarcación,1.00
2024,2,SALTA,30.00,82.00,66056100,Grl. José de San Martín,General Ballivián,25.00
2024,2,SALTA,30.00,82.00,66056110,Grl. José de San Martín,General Mosconi,25.00
2024,2,SALTA,30.00,82.00,66056200,Grl. José de San Martín,Profesor Salvador Mazza,55.00
2024,2,SALTA,30.00,82.00,66077010,La Caldera,La Caldera,15.00
2024,2,SALTA,30.00,82.00,66077020,La Caldera,Vaqueros,40.00
2024,2,SALTA,30.00,82.00,66084010,La Candelaria,El Jardín,11.00
2024,2,SALTA,30.00,82.00,66084020,La Candelaria,El Tala,15.00
2024,2,SALTA,30.00,82.00,66084030,La Candelaria,La Candelaria,15.00
2024,2,SALTA,30.00,82.00,66105010,Los Andes,Olacapato,7.00
2024,2,SALTA,30.00,82.00,66105030,Los Andes,Santa Rosa de los Pastos Grandes,15.00
2024,2,SALTA,30.00,82.00,66112010,Metán,El Galpón,55.00
2024,2,SALTA,30.00,82.00,66112020,Metán,El Tunal,20.00
2024,2,SALTA,30.00,82.00,66112030,Metán,Lumbreras,22.00
2024,2,SALTA,30.00,82.00,66112050,Metán,Metán Viejo,15.00
2024,2,SALTA,30.00,82.00,66112070,Metán,Río Piedras,6.00
2024,2,SALTA,30.00,82.00,66112040,Metán,San José de Metán,45.00
2024,2,SALTA,30.00,82.00,66126020,Orán,Colonia Santa Rosa,7.00
2024,2,SALTA,30.00,82.00,66126040,Orán,Hipólito Yrigoyen,135.00
2024,2,SALTA,30.00,82.00,66126070,Orán,San Ramón de la Nueva Orán,14.00
2024,2,SALTA,30.00,82.00,66140020,Rosario de la Frontera,Copo Quile,12.00
2024,2,SALTA,30.00,82.00,66140030,Rosario de la Frontera,El Naranjo,12.00
2024,2,SALTA,30.00,82.00,66147010,Rosario de Lerma,Campo Quijano,152.00
2024,2,SALTA,30.00,82.00,66147015,Rosario de Lerma,La Merced Del Encón,252.00
2024,2,SALTA,30.00,82.00,66161040,Santa Victoria,Nazareno,35.00
2024,2,SALTA,30.00,82.00,66161070,Santa Victoria,Santa Victoria,35.00
2024,2,SALTA,3.50,8.00,66028050,Capital,Salta,8.00
2024,2,SALTA,0.51,73.00,66007010,Anta,Apolinario Saravia,1.00
2024,2,SALTA,0.51,73.00,66007040,Anta,Coronel Mollinedo,1.00
2024,2,SALTA,0.51,73.00,66007060,Anta,El Quebrachal,1.00
2024,2,SALTA,0.51,73.00,66007070,Anta,Gaona,1.00
2024,2,SALTA,0.51,73.00,66007080,Anta,General Pizarro,1.00
2024,2,SALTA,0.51,73.00,66007090,Anta,Joaquín V. González,1.00
2024,2,SALTA,0.51,73.00,66007100,Anta,Las Lajitas,1.00
2024,2,SALTA,0.51,73.00,66007140,Anta,Piquete Cabado,1.00
2024,2,SALTA,0.51,73.00,66007150,Anta,Río del Valle,1.00
2024,2,SALTA,0.51,73.00,66014010,Cachi,Cachi,1.00
2024,2,SALTA,0.51,73.00,66021010,Cafayate,Cafayate,1.00
2024,2,SALTA,0.51,73.00,66028010,Capital,El Tipal - La Almudena,1.00
2024,2,SALTA,0.51,73.00,66028050,Capital,Salta,2.00
2024,2,SALTA,0.51,73.00,66028060,Capital,Villa San Lorenzo,1.00
2024,2,SALTA,0.51,73.00,66035010,Cerrillos,Cerrillos,2.00
2024,2,SALTA,0.51,73.00,66035020,Cerrillos,La Merced,1.00
2024,2,SALTA,0.51,73.00,66035030,Cerrillos,San Agustín,1.00
2024,2,SALTA,0.51,73.00,66042010,Chicoana,Chicoana,1.00
2024,2,SALTA,0.51,73.00,66042020,Chicoana,El Carril,1.00
2024,2,SALTA,0.51,73.00,66049010,General Güemes,Campo Santo,1.00
2024,2,SALTA,0.51,73.00,66049040,General Güemes,General Güemes,2.00
2024,2,SALTA,0.51,73.00,66056010,Grl. José de San Martín,Aguaray,1.00
2024,2,SALTA,0.51,73.00,66056020,Grl. José de San Martín,Campamento Vespucio,1.00
2024,2,SALTA,0.51,73.00,66056070,Grl. José de San Martín,Coronel Cornejo,1.00
2024,2,SALTA,0.51,73.00,66056080,Grl. José de San Martín,Dragones,1.00
2024,2,SALTA,0.51,73.00,66056090,Grl. José de San Martín,Embarcación,1.00
2024,2,SALTA,0.51,73.00,66056100,Grl. José de San Martín,General Ballivián,1.00
2024,2,SALTA,0.51,73.00,66056110,Grl. José de San Martín,General Mosconi,1.00
2024,2,SALTA,0.51,73.00,66056200,Grl. José de San Martín,Profesor Salvador Mazza,1.00
2024,2,SALTA,0.51,73.00,66056220,Grl. José de San Martín,Tartagal,1.00
2024,2,SALTA,0.51,73.00,66063010,Guachipas,Guachipas,1.00
2024,2,SALTA,0.51,73.00,66084010,La Candelaria,El Jardín,1.00
2024,2,SALTA,0.51,73.00,66084020,La Candelaria,El Tala,1.00
2024,2,SALTA,0.51,73.00,66098030,La Viña,Coronel Moldes,1.00
2024,2,SALTA,0.51,73.00,66098040,La Viña,La Viña,1.00
2024,2,SALTA,0.51,73.00,66105020,Los Andes,San Antonio de los Cobres,1.00
2024,2,SALTA,0.51,73.00,66112010,Metán,El Galpón,1.00
2024,2,SALTA,0.51,73.00,66112020,Metán,El Tunal,1.00
2024,2,SALTA,0.51,73.00,66112050,Metán,Metán Viejo,1.00
2024,2,SALTA,0.51,73.00,66112070,Metán,Río Piedras,1.00
2024,2,SALTA,0.51,73.00,66126010,Orán,Aguas Blancas,1.00
2024,2,SALTA,0.51,73.00,66126020,Orán,Colonia Santa Rosa,1.00
2024,2,SALTA,0.51,73.00,66126040,Orán,Hipólito Yrigoyen,1.00
2024,2,SALTA,0.51,73.00,66126060,Orán,Pichanal,1.00
2024,2,SALTA,0.51,73.00,66126080,Orán,Urundel,1.00
2024,2,SALTA,0.51,73.00,66133010,Rivadavia,Alto de la Sierra,5.00
2024,2,SALTA,0.51,73.00,66133030,Rivadavia,Coronel Juan Solá,1.00
2024,2,SALTA,0.51,73.00,66133050,Rivadavia,Los Blancos,3.00
2024,2,SALTA,0.51,73.00,66133100,Rivadavia,Santa Victoria Este,5.00
2024,2,SALTA,0.51,73.00,66140010,Rosario de la Frontera,Antilla,1.00
2024,2,SALTA,0.51,73.00,66140040,Rosario de la Frontera,El Potrero,1.00
2024,2,SALTA,0.51,73.00,66140050,Rosario de la Frontera,Rosario de la Frontera,1.00
2024,2,SALTA,0.51,73.00,66147010,Rosario de Lerma,Campo Quijano,2.00
2024,2,SALTA,0.51,73.00,66147020,Rosario de Lerma,La Silleta,1.00
2024,2,SALTA,0.51,73.00,66147030,Rosario de Lerma,Rosario de Lerma,1.00
2024,2,SALTA,0.51,73.00,66154020,San Carlos,Animaná,1.00
2024,2,SALTA,0.51,73.00,66154040,San Carlos,San Carlos,2.00
2024,2,SALTA,0.51,73.00,66161070,Santa Victoria,Santa Victoria,1.00
2024,2,SALTA,0.75,1.00,66028050,Capital,Salta,1.00
2024,2,SALTA,200.00,1.00,66112010,Metán,El Galpón,85.00
2024,2,SALTA,200.00,1.00,66133030,Rivadavia,Coronel Juan Solá,1.00
2024,2,SALTA,500.00,1441.00,66028060,Capital,Villa San Lorenzo,59.00
2024,2,SALTA,500.00,1441.00,66035010,Cerrillos,Cerrillos,18.00
2024,2,SALTA,500.00,1441.00,66056220,Grl. José de San Martín,Tartagal,51.00
2024,2,SALTA,500.00,1441.00,66112040,Metán,San José de Metán,15.00
2024,2,SALTA,500.00,1441.00,66126030,Orán,El Tabacal,4.00
2024,2,SALTA,500.00,1441.00,66126070,Orán,San Ramón de la Nueva Orán,116.00
2024,2,SALTA,999.00,1.00,66049020,General Güemes,Cobos,1.00
2024,2,SALTA,1000.00,458.00,66028060,Capital,Villa San Lorenzo,11.00
2024,2,SALTA,1000.00,458.00,66035010,Cerrillos,Cerrillos,7.00
2024,2,SALTA,1000.00,458.00,66056220,Grl. José de San Martín,Tartagal,8.00
2024,2,SALTA,1000.00,458.00,66112040,Metán,San José de Metán,6.00
2024,2,SALTA,1000.00,458.00,66126030,Orán,El Tabacal,4.00
2024,2,SALTA,1000.00,458.00,66126070,Orán,San Ramón de la Nueva Orán,30.00
2024,2,SAN JUAN,1.00,1299.00,70063040,9 de Julio,9 de Julio,139.00
2024,2,SAN JUAN,1.00,1299.00,70063030,9 de Julio,Las Chacritas,34.00
2024,2,SAN JUAN,1.00,1299.00,70126020,25 de Mayo,Tupelí,60.00
2024,2,SAN JUAN,1.00,1299.00,70126030,25 de Mayo,Villa Borjas - La Chimbera,80.00
2024,2,SAN JUAN,1.00,1299.00,70021010,Calingasta,Barreal - Villa Pituil,122.00
2024,2,SAN JUAN,1.00,1299.00,70021020,Calingasta,Calingasta,96.00
2024,2,SAN JUAN,1.00,1299.00,70021030,Calingasta,Tamberías,36.00
2024,2,SAN JUAN,1.00,1299.00,70028010,Capital,San Juan,76.00
2024,2,SAN JUAN,1.00,1299.00,70042010,Chimbas,Chimbas,14.00
2024,2,SAN JUAN,1.00,1299.00,70056020,Jáchal,Gran China,32.00
2024,2,SAN JUAN,1.00,1299.00,70056030,Jáchal,Huaco,43.00
2024,2,SAN JUAN,1.00,1299.00,70056060,Jáchal,Pampa Vieja,36.00
2024,2,SAN JUAN,1.00,1299.00,70056070,Jáchal,San Isidro,35.00
2024,2,SAN JUAN,1.00,1299.00,70056080,Jáchal,San José de Jáchal,153.00
2024,2,SAN JUAN,1.00,1299.00,70056090,Jáchal,Tamberías,28.00
2024,2,SAN JUAN,1.00,1299.00,70056110,Jáchal,Villa Mercedes,52.00
2024,2,SAN JUAN,1.00,1299.00,70077010,Rawson,Rawson,1.00
2024,2,SAN JUAN,1.00,1299.00,70084010,Rivadavia,Rivadavia,110.00
2024,2,SAN JUAN,1.00,1299.00,70112010,Ullum,Villa Ibáñez,84.00
2024,2,SAN JUAN,1.00,1299.00,70119060,Valle Fértil,Villa San Agustín,1.00
2024,2,SAN JUAN,1.00,1299.00,70133010,Zonda,Villa Basilio Nievas,78.00
2024,2,SAN JUAN,2.00,606.00,70021010,Calingasta,Barreal - Villa Pituil,32.00
2024,2,SAN JUAN,2.00,606.00,70021020,Calingasta,Calingasta,45.00
2024,2,SAN JUAN,2.00,606.00,70028010,Capital,San Juan,73.00
2024,2,SAN JUAN,2.00,606.00,70035020,Caucete,Caucete,1.00
2024,2,SAN JUAN,2.00,606.00,70042010,Chimbas,Chimbas,14.00
2024,2,SAN JUAN,2.00,606.00,70056030,Jáchal,Huaco,28.00
2024,2,SAN JUAN,2.00,606.00,70056080,Jáchal,San José de Jáchal,122.00
2024,2,SAN JUAN,2.00,606.00,70056090,Jáchal,Tamberías,15.00
2024,2,SAN JUAN,2.00,606.00,70056110,Jáchal,Villa Mercedes,31.00
2024,2,SAN JUAN,2.00,606.00,70070040,Pocito,Villa Aberastain - La Rinconada,8.00
2024,2,SAN JUAN,2.00,606.00,70077010,Rawson,Rawson,9.00
2024,2,SAN JUAN,2.00,606.00,70084010,Rivadavia,Rivadavia,56.00
2024,2,SAN JUAN,2.00,606.00,70098010,Santa Lucía,Santa Lucía,13.00
2024,2,SAN JUAN,2.00,606.00,70112010,Ullum,Villa Ibáñez,72.00
2024,2,SAN JUAN,2.00,606.00,70133010,Zonda,Villa Basilio Nievas,89.00
2024,2,SAN JUAN,3.00,4404.00,70063040,9 de Julio,9 de Julio,100.00
2024,2,SAN JUAN,3.00,4404.00,70063020,9 de Julio,Colonia Fiorito,3.00
2024,2,SAN JUAN,3.00,4404.00,70063030,9 de Julio,Las Chacritas,40.00
2024,2,SAN JUAN,3.00,4404.00,70007010,Albardón,El Rincón,20.00
2024,2,SAN JUAN,3.00,4404.00,70007020,Albardón,Villa General San Martín - Campo Afuera,56.00
2024,2,SAN JUAN,3.00,4404.00,70014020,Angaco,Villa El Salvador - Villa Sefair,50.00
2024,2,SAN JUAN,3.00,4404.00,70021010,Calingasta,Barreal - Villa Pituil,26.00
2024,2,SAN JUAN,3.00,4404.00,70021030,Calingasta,Tamberías,26.00
2024,2,SAN JUAN,3.00,4404.00,70035020,Caucete,Caucete,97.00
2024,2,SAN JUAN,3.00,4404.00,70042010,Chimbas,Chimbas,207.00
2024,2,SAN JUAN,3.00,4404.00,70056030,Jáchal,Huaco,25.00
2024,2,SAN JUAN,3.00,4404.00,70056060,Jáchal,Pampa Vieja,20.00
2024,2,SAN JUAN,3.00,4404.00,70056070,Jáchal,San Isidro,12.00
2024,2,SAN JUAN,3.00,4404.00,70056110,Jáchal,Villa Mercedes,10.00
2024,2,SAN JUAN,3.00,4404.00,70070040,Pocito,Villa Aberastain - La Rinconada,18.00
2024,2,SAN JUAN,3.00,4404.00,70070050,Pocito,Villa Barbosa - Villa Nacusi,23.00
2024,2,SAN JUAN,3.00,4404.00,70077010,Rawson,El Medanito,26.00
2024,2,SAN JUAN,3.00,4404.00,70077010,Rawson,Rawson,6.00
2024,2,SAN JUAN,3.00,4404.00,70084010,Rivadavia,Rivadavia,56.00
2024,2,SAN JUAN,3.00,4404.00,70091060,San Martín,Villa Don Bosco (Est. Angaco Sud),38.00
2024,2,SAN JUAN,3.00,4404.00,70098010,Santa Lucía,Santa Lucía,4.00
2024,2,SAN JUAN,3.00,4404.00,70112010,Ullum,Villa Ibáñez,45.00
2024,2,SAN JUAN,3.00,4404.00,70133010,Zonda,Villa Basilio Nievas,57.00
2024,2,SAN JUAN,4.00,253.00,70063040,9 de Julio,9 de Julio,6.00
2024,2,SAN JUAN,4.00,253.00,70028010,Capital,San Juan,18.00
2024,2,SAN JUAN,4.00,253.00,70035020,Caucete,Caucete,222.00
2024,2,SAN JUAN,4.00,253.00,70084010,Rivadavia,Rivadavia,5.00
2024,2,SAN JUAN,5.00,290.00,70063040,9 de Julio,9 de Julio,7.00
2024,2,SAN JUAN,5.00,290.00,70007010,Albardón,El Rincón,4.00
2024,2,SAN JUAN,5.00,290.00,70007020,Albardón,Villa General San Martín - Campo Afuera,22.00
2024,2,SAN JUAN,5.00,290.00,70014020,Angaco,Villa El Salvador - Villa Sefair,20.00
2024,2,SAN JUAN,5.00,290.00,70028010,Capital,San Juan,39.00
2024,2,SAN JUAN,5.00,290.00,70042010,Chimbas,Chimbas,77.00
2024,2,SAN JUAN,5.00,290.00,70070040,Pocito,Villa Aberastain - La Rinconada,6.00
2024,2,SAN JUAN,5.00,290.00,70070050,Pocito,Villa Barbosa - Villa Nacusi,9.00
2024,2,SAN JUAN,5.00,290.00,70077010,Rawson,El Medanito,1.00
2024,2,SAN JUAN,5.00,290.00,70077010,Rawson,Rawson,28.00
2024,2,SAN JUAN,5.00,290.00,70084010,Rivadavia,Rivadavia,13.00
2024,2,SAN JUAN,5.00,290.00,70091060,San Martín,Villa Don Bosco (Est. Angaco Sud),15.00
2024,2,SAN JUAN,5.00,290.00,70098010,Santa Lucía,Santa Lucía,2.00
2024,2,SAN JUAN,0.50,21.00,0,9 de Julio,OTROS,1.00
2024,2,SAN JUAN,0.50,21.00,70028010,Capital,San Juan,2.00
2024,2,SAN JUAN,0.50,21.00,70035010,Caucete,Bermejo,1.00
